sentinel_depth,sentinel_temperature,sentinel_salinity,sentinel_density,slocum_depth,slocum_temperature,slocum_salinity,slocum_density
-0.9,21.4522,999.0,999.0,-0.15,8.2969,0.0012,999.8615
-0.9,21.4522,999.0,999.0,-0.14,8.2912,0.0012,999.8618
-0.93,21.4524,999.0,999.0,-0.15,8.2876,0.0012,999.862
-0.91,21.4523,0.0006,998.1271,-0.14,8.291,0.0012,999.8618
-0.93,21.4524,0.0,998.1266,-0.14,8.296,0.0012,999.8615
-0.9,21.4522,999.0,999.0,-0.14,8.2997,0.0012,999.8613
-0.91,21.4523,999.0,999.0,-0.14,8.298,0.0012,999.8614
-0.92,21.4522,999.0,999.0,-0.14,8.298,0.0012,999.8614
-0.92,21.4519,999.0,999.0,-0.19,3.0179,32.2869,1025.6001
-0.93,21.452,999.0,999.0,-0.2,3.0037,32.1221,1025.4706
-0.91,21.4514,999.0,999.0,-0.16,2.998,32.1375,1025.4833
-0.92,21.4512,999.0,999.0,-0.24,2.9972,32.1308,1025.4781
-0.92,21.4509,999.0,999.0,-0.18,3.0033,32.1132,1025.4635
-0.92,21.4505,999.0,999.0,-0.24,3.0076,32.14,1025.4845
-0.91,21.4502,999.0,999.0,-0.27,3.0157,31.9218,1025.3107
-0.92,21.4498,999.0,999.0,-0.24,3.007,32.1516,1025.4937
-0.91,21.4493,999.0,999.0,-0.25,3.0036,32.1506,1025.4932
-0.92,21.4491,999.0,999.0,-0.23,3.0074,32.1466,1025.4898
-0.92,21.4486,999.0,999.0,-0.22,3.005,32.1348,1025.4806
-0.92,21.4483,999.0,999.0,-0.22,3.0026,32.1454,1025.4892
-0.93,21.4483,999.0,999.0,-0.26,3.0032,32.1415,1025.486
-0.91,21.4483,999.0,999.0,-0.28,3.0007,32.137,1025.4826
-0.91,21.4485,999.0,999.0,-0.27,3.002,32.1339,1025.4802
-0.93,21.4484,999.0,999.0,-0.33,2.9958,32.1359,1025.4822
-0.91,21.4485,999.0,999.0,-0.34,2.9995,32.1298,1025.4771
-0.95,21.4485,999.0,999.0,-0.3,3.0099,32.1288,1025.4754
-0.92,21.4489,999.0,999.0,-0.31,3.013,32.1242,1025.4715
-0.93,21.4487,999.0,999.0,-0.32,3.0339,32.1239,1025.4695
-0.93,21.4487,999.0,999.0,-0.34,3.0132,32.1262,1025.4731
-0.92,21.4487,999.0,999.0,-0.36,2.996,32.1236,1025.4724
-0.92,21.4487,999.0,999.0,-0.43,3.0713,32.2407,1025.5589
-0.91,21.4486,999.0,999.0,-0.43,3.0069,32.1233,1025.4713
-0.94,21.4487,999.0,999.0,-0.33,3.0,32.1165,1025.4665
-0.91,21.4483,999.0,999.0,-0.37,3.0033,32.1148,1025.4649
-0.92,21.4485,999.0,999.0,-0.39,3.0117,32.1144,1025.4638
-1.29,7.9021,999.0,999.0,-0.18,2.9971,32.1158,1025.4662
-1.28,7.9112,999.0,999.0,-0.12,2.9974,32.1159,1025.4662
-1.29,7.9201,999.0,999.0,-0.15,3.0007,32.1168,1025.4667
-1.28,7.9321,999.0,999.0,0.06,3.0005,32.1195,1025.4688
-1.29,7.9298,999.0,999.0,0.44,2.9935,32.1202,1025.4699
-1.28,7.9211,999.0,999.0,1.08,2.9891,32.1223,1025.472
-1.29,7.9259,999.0,999.0,1.88,2.9875,32.1248,1025.4741
-1.3,7.9258,999.0,999.0,2.63,2.9894,32.1276,1025.4762
-1.28,7.9235,999.0,999.0,3.41,2.9918,32.1309,1025.4786
-1.28,7.9254,0.0,999.8803,4.23,2.9719,32.1441,1025.4907
-1.28,7.9298,999.0,999.0,4.85,2.9612,32.1445,1025.4919
-1.27,7.9393,999.0,999.0,5.44,2.9507,32.1507,1025.4977
-1.29,7.938,999.0,999.0,5.96,2.9837,32.1437,1025.4894
-1.28,7.9305,999.0,999.0,6.42,2.9757,32.1494,1025.4946
-1.29,7.926,999.0,999.0,6.8,2.9835,32.1471,1025.4921
-1.27,7.9273,999.0,999.0,7.08,2.95,32.1561,1025.5021
-1.28,7.922,0.0,999.8804,7.38,2.9581,32.1526,1025.4986
-1.27,7.9197,999.0,999.0,7.48,2.9529,32.1471,1025.4947
-1.32,7.9187,999.0,999.0,7.59,2.9649,32.158,1025.5023
-1.28,7.912,999.0,999.0,7.6,2.9644,32.1535,1025.4988
-1.3,7.9011,999.0,999.0,7.66,2.9716,32.1473,1025.4933
-1.27,7.8868,999.0,999.0,7.57,2.9678,32.1567,1025.501
-1.28,7.8736,999.0,999.0,7.46,2.9502,32.1529,1025.4995
-1.29,7.8586,999.0,999.0,7.26,2.9526,32.1659,1025.5097
-1.3,7.854,0.0,999.8838,6.89,2.9409,32.1552,1025.5021
-1.29,7.8498,0.0,999.8841,6.35,2.9837,32.1479,1025.4927
-1.28,7.8423,999.0,999.0,5.82,2.993,32.1387,1025.4847
-1.3,7.8227,999.0,999.0,5.28,2.995,32.1463,1025.4905
-1.28,7.8006,0.0,999.8865,4.67,2.9873,32.1484,1025.4929
-1.29,7.7911,0.0,999.8869,3.97,2.9936,32.1446,1025.4893
-1.29,7.7802,999.0,999.0,3.23,2.9834,32.1482,1025.493
-1.28,7.7645,999.0,999.0,2.52,2.9739,32.1513,1025.4963
-1.28,7.7582,999.0,999.0,1.77,2.9743,32.1455,1025.4916
-1.28,7.7441,999.0,999.0,0.95,2.991,32.1374,1025.4838
-1.27,7.7372,0.0,999.8896,0.11,2.9933,32.0183,1025.3892
-1.28,7.7308,999.0,999.0,-0.26,3.0046,32.1442,1025.4881
-1.27,7.7339,0.0,999.8897,-0.29,3.0004,32.1498,1025.4928
-1.29,7.748,999.0,999.0,-0.24,3.0267,32.1728,1025.5089
-1.3,7.7534,999.0,999.0,-0.2,3.008,32.1488,1025.4914
-1.29,7.7646,999.0,999.0,-0.2,2.9964,32.1525,1025.4953
-1.29,7.7816,999.0,999.0,-0.19,2.9975,32.1507,1025.4938
-1.28,7.7928,999.0,999.0,-0.15,2.9941,32.151,1025.4944
-1.29,7.8138,999.0,999.0,-0.1,3.0031,32.148,1025.4912
-1.28,7.8294,0.0,999.8851,-0.19,2.9919,32.1492,1025.4931
-1.29,7.8469,999.0,999.0,-0.19,2.9826,32.1479,1025.4929
-1.26,7.8631,0.0,999.8834,0.0,2.9847,32.1484,1025.4931
-1.29,7.876,999.0,999.0,0.09,2.9905,32.1472,1025.4916
-1.29,7.8862,0.0,999.8822,0.41,2.9982,32.1488,1025.4923
-1.29,7.8932,999.0,999.0,0.93,2.9833,32.1475,1025.4925
-1.29,7.8916,0.0,999.882,1.7,2.9796,32.1441,1025.4901
-1.29,7.8982,999.0,999.0,2.44,2.9708,32.1499,1025.4954
-1.29,7.9065,0.0,999.8812,3.38,2.9595,32.1449,1025.4924
-1.27,7.9222,0.0,999.8804,4.4,2.9573,32.1469,1025.4942
-1.29,7.9358,999.0,999.0,5.53,2.9308,32.1576,1025.5049
-1.3,7.9516,999.0,999.0,6.58,2.9339,32.1525,1025.5005
-1.29,7.9694,999.0,999.0,7.53,2.9337,32.1522,1025.5003
-1.28,7.9903,999.0,999.0,8.31,2.9264,32.1549,1025.5031
-1.27,8.009,999.0,999.0,8.98,2.9262,32.155,1025.5032
-1.3,8.029,999.0,999.0,9.51,2.9281,32.1556,1025.5035
-1.3,8.0443,999.0,999.0,9.93,2.9273,32.1552,1025.5033
-1.3,8.0553,999.0,999.0,10.23,2.9284,32.154,1025.5022
-1.3,8.0641,0.0,999.8731,10.41,2.9319,32.1538,1025.5017
-1.3,8.0708,999.0,999.0,10.48,2.93,32.1533,1025.5015
-1.27,8.0905,999.0,999.0,10.45,2.9278,32.1546,1025.5027
-1.29,8.1155,999.0,999.0,10.32,2.9265,32.154,1025.5024
-1.3,8.1403,999.0,999.0,10.08,2.9268,32.1541,1025.5024
-1.29,8.1625,999.0,999.0,9.75,2.9261,32.154,1025.5024
-1.29,8.1857,999.0,999.0,9.32,2.9288,32.1537,1025.5019
-1.3,8.2916,999.0,999.0,8.77,2.9288,32.1531,1025.5015
-1.14,3.7496,999.0,999.0,8.11,2.9268,32.154,1025.5023
-1.17,3.7491,999.0,999.0,7.3,2.9292,32.1518,1025.5004
-1.15,3.7484,999.0,999.0,6.4,2.931,32.1641,1025.51
-1.16,3.7468,0.0,999.9746,5.43,2.9569,32.1456,1025.4931
-1.16,3.7451,999.0,999.0,4.42,2.9712,32.1474,1025.4934
-1.18,3.7407,999.0,999.0,3.4,2.9743,32.1451,1025.4913
-1.15,3.7368,999.0,999.0,2.33,2.9789,32.146,1025.4917
-1.16,3.7372,999.0,999.0,1.24,2.9832,32.1451,1025.4906
-1.19,3.7359,999.0,999.0,0.15,2.9999,31.985,1025.3622
-1.18,3.7325,999.0,999.0,-0.11,2.9819,32.1498,1025.4944
-1.16,3.7284,999.0,999.0,-0.08,3.0059,32.1459,1025.4893
-1.16,3.7262,999.0,999.0,-0.14,3.0102,32.1691,1025.5073
-1.15,3.7249,999.0,999.0,-0.11,3.0122,32.1503,1025.4923
-1.18,3.7229,999.0,999.0,-0.12,3.0063,32.1512,1025.4935
-1.14,3.7216,0.0,999.9744,-0.16,3.0058,32.1485,1025.4913
-1.17,3.7176,999.0,999.0,-0.16,3.0063,32.1499,1025.4924
-1.16,3.7116,999.0,999.0,-0.1,3.0075,32.1473,1025.4903
-1.16,3.708,999.0,999.0,-0.12,3.0086,32.1462,1025.4893
-1.16,3.7046,0.0,999.9743,-0.16,3.0085,32.1483,1025.491
-1.17,3.7034,999.0,999.0,-0.11,3.0086,32.1485,1025.4912
-1.16,3.7039,999.0,999.0,-0.06,3.0214,32.163,1025.5015
-1.16,3.7032,999.0,999.0,-0.02,3.0168,32.1523,1025.4935
-1.17,3.7025,0.0,999.9743,-0.06,3.0165,32.1491,1025.491
-1.17,3.7013,999.0,999.0,-0.04,3.0155,32.1489,1025.4909
-1.15,3.6994,0.0,999.9742,0.01,3.0147,32.1473,1025.4896
-1.16,3.6991,0.0,999.9742,-0.03,3.0154,32.1485,1025.4906
-1.17,3.6985,999.0,999.0,-0.01,3.0168,32.1489,1025.4908
-1.18,3.6977,999.0,999.0,0.07,3.0172,32.1487,1025.4906
-1.16,3.6999,999.0,999.0,0.1,3.0164,32.0566,1025.4176
-1.15,3.6981,0.0,999.9742,0.09,3.0143,32.1493,1025.4913
-1.15,3.6981,999.0,999.0,0.1,3.0171,32.1488,1025.4907
-1.15,3.6982,0.0,999.9742,0.12,3.012,32.1496,1025.4918
-1.17,3.6963,999.0,999.0,0.12,3.012,32.1503,1025.4922
-1.16,3.6961,999.0,999.0,0.12,3.0136,32.1489,1025.491
-1.16,3.6973,0.0,999.9742,0.16,3.0151,32.1486,1025.4907
-1.16,3.6989,0.0,999.9742,0.1,3.0144,32.1497,1025.4916
-1.17,3.7016,0.0,999.9743,-0.01,3.0154,32.1512,1025.4927
-1.17,3.7022,0.0,999.9743,-0.03,3.0143,32.1523,1025.4937
-1.16,3.7037,999.0,999.0,-0.0,3.0142,32.1503,1025.4921
-1.16,3.7058,999.0,999.0,-0.03,3.0075,32.1453,1025.4887
-1.16,3.7081,0.0,999.9743,0.01,2.9967,32.1526,1025.4954
-1.17,3.7092,999.0,999.0,0.01,3.0098,32.1503,1025.4925
-1.16,3.7115,999.0,999.0,-0.05,3.0156,32.1465,1025.489
-1.16,3.7156,999.0,999.0,-0.05,3.0046,32.1478,1025.4909
-1.17,3.7183,999.0,999.0,0.03,2.9947,32.1489,1025.4926
-1.18,3.7219,999.0,999.0,0.06,2.9909,32.1513,1025.4948
-1.17,3.7252,999.0,999.0,-0.02,2.9969,32.1505,1025.4937
-1.17,3.7297,0.0,999.9745,-0.03,2.9981,32.1517,1025.4946
-1.17,3.732,0.0,999.9745,0.02,2.9973,32.1491,1025.4925
-1.16,3.7341,999.0,999.0,-0.01,2.9967,32.1487,1025.4923
-1.15,3.7381,999.0,999.0,0.01,2.995,32.1499,1025.4934
-1.17,3.7403,999.0,999.0,0.14,2.9968,32.1504,1025.4936
-1.16,3.7465,999.0,999.0,0.2,2.9966,32.1489,1025.4925
-1.17,3.7489,0.0,999.9746,0.24,2.9974,32.1481,1025.4918
-1.16,3.7511,999.0,999.0,0.36,2.9977,32.1521,1025.4949
-1.17,3.7572,0.0,999.9746,0.55,3.0042,32.144,1025.4879
-1.16,3.7592,999.0,999.0,0.72,2.9999,32.1476,1025.4911
-1.17,3.7622,999.0,999.0,0.85,2.9945,32.1486,1025.4924
-1.16,3.7676,999.0,999.0,1.06,2.9834,32.151,1025.4952
-1.16,3.7729,999.0,999.0,1.36,2.9773,32.1447,1025.4908
-1.16,3.7878,0.0,999.9748,1.65,2.9716,32.1515,1025.4966
-1.15,3.7951,999.0,999.0,1.93,2.9707,32.0338,1025.4033
-1.16,3.7975,0.0,999.9749,2.21,2.9742,31.6267,1025.0801
-1.17,3.8026,999.0,999.0,2.56,2.9708,32.1557,1025.5
-1.16,3.7563,999.0,999.0,2.95,2.9818,32.1458,1025.4913
-0.99,3.0334,31.9099,1025.2998,3.32,2.986,32.1511,1025.4951
-0.98,3.042,31.8924,1025.2852,3.66,2.9875,32.145,1025.4901
-0.98,3.0519,31.8792,1025.2739,4.04,2.968,32.149,1025.4949
-1.0,3.0391,31.8999,1025.2914,4.49,2.9602,32.1543,1025.4998
-0.98,3.0398,31.9011,1025.2923,4.96,2.9668,32.151,1025.4966
-0.99,3.0471,31.8876,1025.281,5.42,2.959,32.1556,1025.501
-1.0,3.0345,31.897,1025.2895,5.86,2.9637,32.1496,1025.4958
-1.01,3.0393,31.8917,1025.2849,6.31,2.9606,32.157,1025.5019
-1.0,3.0297,31.9071,1025.2979,6.79,2.9592,32.1507,1025.497
-1.01,3.0305,31.902,1025.2938,7.29,2.9517,32.1497,1025.4968
-0.98,3.0288,31.9046,1025.296,7.76,2.9504,32.1501,1025.4973
-1.01,3.031,31.908,1025.2985,8.2,2.9545,32.1462,1025.4939
-1.0,3.0297,31.9063,1025.2972,8.65,2.9369,32.1564,1025.5034
-1.01,3.026,31.9149,1025.3044,9.12,2.945,32.1486,1025.4965
-1.02,3.0297,31.9112,1025.3012,9.61,2.9508,32.1511,1025.4981
-1.0,3.0316,31.9022,1025.2939,10.11,2.9294,32.1544,1025.5024
-1.0,3.0276,31.9126,1025.3024,10.62,2.9287,32.1575,1025.5049
-1.0,3.0307,31.9,1025.2922,11.11,2.9322,32.1548,1025.5025
-1.02,3.0408,31.8894,1025.283,11.56,2.9279,32.1543,1025.5024
-0.99,3.0326,31.8984,1025.2908,11.99,2.9271,32.154,1025.5023
-1.02,3.0541,31.8786,1025.2733,12.41,2.9275,32.1542,1025.5024
-1.02,3.039,31.8938,1025.2866,12.83,2.9273,32.1576,1025.5051
-1.02,3.0324,31.9027,1025.2942,13.23,2.943,32.1584,1025.5044
-1.01,3.0437,31.8885,1025.282,13.58,2.9435,32.1527,1025.4999
-1.01,3.0357,31.8987,1025.2908,13.88,2.9441,32.1551,1025.5018
-1.04,3.0491,31.8819,1025.2763,14.18,2.9365,32.1562,1025.5033
-1.01,3.031,31.9028,1025.2944,14.51,2.9427,32.1569,1025.5033
-1.02,3.0311,31.9057,1025.2967,14.85,2.9418,32.1548,1025.5017
-1.02,3.0417,31.8951,1025.2874,15.21,2.94,32.1537,1025.501
-1.02,3.0324,31.901,1025.2929,15.57,2.9425,32.1637,1025.5087
-1.03,3.0306,31.9016,1025.2935,15.93,2.9529,32.1585,1025.5037
-1.04,3.0341,31.899,1025.2911,16.25,2.9529,32.1582,1025.5035
-1.03,3.0435,31.8911,1025.2841,16.56,2.9554,32.1608,1025.5053
-1.05,3.044,31.8888,1025.2822,16.93,2.9543,32.1597,1025.5046
-1.02,3.0602,31.8757,1025.2705,17.39,2.9546,32.1602,1025.5049
-1.05,3.0396,31.8927,1025.2857,17.91,2.9517,32.1595,1025.5046
-1.04,3.0344,31.8987,1025.2909,18.43,2.9474,32.1579,1025.5037
-1.04,3.0437,31.8901,1025.2833,18.92,2.9389,32.16,1025.506
-1.03,3.037,31.8996,1025.2914,19.37,2.9435,32.1645,1025.5093
-1.05,3.0422,31.8957,1025.2878,19.77,2.9554,32.1969,1025.534
-1.03,3.0362,31.9036,1025.2946,20.15,3.1275,32.2754,1025.5817
-1.03,3.0367,31.8985,1025.2905,20.5,3.2189,32.2525,1025.5556
-1.02,3.044,31.8893,1025.2826,20.82,3.259,32.2634,1025.5608
-1.04,3.0356,31.9007,1025.2923,21.06,3.2795,32.2692,1025.5635
-1.03,3.0371,31.8979,1025.29,21.26,3.2943,32.2694,1025.5624
-1.05,3.0433,31.8965,1025.2883,21.46,3.3091,32.273,1025.564
-1.03,3.0371,31.9036,1025.2945,21.69,3.3159,32.2774,1025.5669
-1.05,3.035,31.8941,1025.2872,21.89,3.3344,32.2784,1025.566
-1.05,3.0412,31.8939,1025.2865,22.04,3.3435,32.2759,1025.5632
-1.06,3.0364,31.899,1025.291,22.14,3.364,32.299,1025.5797
-1.08,3.0478,31.8879,1025.2812,22.22,3.3809,32.2736,1025.5581
-1.06,3.0375,31.8972,1025.2894,22.31,3.3778,32.2839,1025.5666
-1.06,3.0323,31.906,1025.2968,22.4,3.3725,32.2903,1025.572
-1.06,3.034,31.8983,1025.2905,22.45,3.3813,32.284,1025.5663
-1.06,3.0335,31.9005,1025.2923,22.44,3.382,32.2935,1025.5738
-1.07,3.0291,31.9071,1025.298,22.41,3.3783,32.2903,1025.5715
-1.07,3.0316,31.9038,1025.2951,22.42,3.3766,32.2927,1025.5736
-1.07,3.0274,31.9012,1025.2934,22.4,3.3814,32.2925,1025.573
-1.07,3.0337,31.8994,1025.2915,22.32,3.3799,32.292,1025.5727
-1.08,3.0449,31.8921,1025.2847,22.22,3.3731,32.2881,1025.5702
-1.08,3.0704,31.8687,1025.264,22.17,3.3634,32.289,1025.5718
-1.07,3.0364,30.3904,1024.0946,22.15,3.3413,32.2832,1025.5692
-1.08,3.0262,31.9521,1025.3339,22.05,3.3434,32.2845,1025.5701
-1.07,3.0277,31.9511,1025.333,21.91,3.3434,32.2853,1025.5707
-1.06,3.0323,31.9478,1025.3299,21.85,3.3437,32.2783,1025.5651
-1.09,3.0363,31.9382,1025.322,21.81,3.3346,32.2844,1025.5707
-1.08,3.0332,31.9402,1025.3239,21.72,3.3305,32.2796,1025.5673
-1.09,3.0414,31.9395,1025.3226,21.57,3.3339,32.2827,1025.5694
-1.2,3.0427,31.7481,1025.1707,21.46,3.3218,32.2791,1025.5677
-1.19,3.0329,31.7592,1025.1803,21.38,3.3219,32.2796,1025.568
-1.18,3.0256,31.7621,1025.1833,21.24,3.3176,32.2749,1025.5647
-1.19,3.0171,31.7502,1025.1745,21.06,3.3067,32.272,1025.5634
-1.18,3.0163,31.7639,1025.1855,20.91,3.3013,32.2721,1025.564
-1.2,3.0238,31.7417,1025.1672,20.79,3.297,32.2708,1025.5633
-1.19,3.0227,31.7538,1025.177,20.6,3.2906,32.2672,1025.561
-1.18,3.029,31.7493,1025.1728,20.37,3.2781,32.2653,1025.5606
-1.19,3.0265,31.7514,1025.1747,20.18,3.271,32.2583,1025.5557
-1.19,3.0246,31.7579,1025.18,20.01,3.248,32.2537,1025.554
-1.2,3.0254,31.7432,1025.1683,19.77,3.2361,32.2325,1025.5383
-1.21,3.0193,31.7669,1025.1876,19.47,3.1713,32.2227,1025.5361
-1.16,3.027,31.7571,1025.1792,19.25,3.0947,32.1567,1025.4903
-1.2,3.0248,31.7519,1025.1752,19.03,2.9709,32.1709,1025.512
-1.22,3.0276,31.762,1025.183,18.75,2.9527,32.1706,1025.5133
-1.21,3.026,31.8688,1025.2678,18.43,2.9475,32.1693,1025.5127
-1.21,3.0203,31.9017,1025.2944,18.19,2.9488,32.1652,1025.5094
-1.22,3.0269,31.8937,1025.2875,17.95,2.9457,32.1671,1025.5111
-1.21,3.0325,31.8945,1025.2877,17.65,2.9429,32.1648,1025.5095
-1.2,3.0323,31.8974,1025.29,17.31,2.9433,32.1631,1025.5082
-1.19,3.0316,31.8963,1025.2892,17.02,2.9405,32.1639,1025.509
-1.21,3.0338,31.8944,1025.2875,16.74,2.9415,32.1626,1025.508
-1.22,3.0386,31.8895,1025.2832,16.4,2.9442,32.1645,1025.5092
-1.19,3.0307,31.9187,1025.307,16.01,2.9481,32.1607,1025.5059
-1.21,3.0323,31.9191,1025.3072,15.63,2.9484,32.1601,1025.5054
-1.21,3.0307,31.9162,1025.305,15.31,2.9448,32.1588,1025.5046
-1.21,3.0323,31.9196,1025.3076,14.98,2.942,32.1575,1025.5038
-1.21,3.0297,31.9145,1025.3038,14.6,2.9397,32.1572,1025.5038
-1.23,3.0342,31.9166,1025.3051,14.23,2.9378,32.1566,1025.5035
-1.22,3.0334,31.914,1025.3031,13.92,2.9373,32.1568,1025.5037
-1.21,3.0261,31.9204,1025.3087,13.64,2.9244,32.1542,1025.5027
-1.22,3.0374,31.9129,1025.3019,13.32,2.9237,32.1552,1025.5036
-1.22,3.04,31.9124,1025.3013,12.97,2.9237,32.1542,1025.5027
-1.22,3.0377,31.9136,1025.3024,12.69,2.9254,32.1537,1025.5022
-1.21,3.0399,31.9168,1025.3047,12.45,2.9237,32.1547,1025.5031
-1.22,3.0508,31.9048,1025.2943,12.19,2.9253,32.1514,1025.5004
-1.19,3.0595,31.8989,1025.2889,11.87,2.9247,32.1518,1025.5008
-1.21,3.0666,31.8937,1025.2842,11.56,2.9247,32.1566,1025.5046
-1.19,3.0552,31.9043,1025.2935,11.27,2.9232,32.1536,1025.5023
-1.19,3.0593,31.8977,1025.2879,11.01,2.9214,32.1534,1025.5023
-1.22,3.0587,31.9055,1025.2942,10.73,2.9218,32.1531,1025.5021
-1.21,3.0623,31.9036,1025.2924,10.41,2.9265,32.1525,1025.5012
-1.2,3.057,31.9036,1025.2928,10.08,2.9226,32.1528,1025.5017
-1.22,3.0609,31.9085,1025.2964,9.79,2.927,32.1534,1025.5019
-1.2,3.0497,31.9151,1025.3025,9.54,2.9377,32.1478,1025.4965
-1.2,3.0539,31.9036,1025.2931,9.28,2.9298,32.1467,1025.4963
-1.21,3.051,31.9061,1025.2954,8.99,2.9371,32.1575,1025.5043
-1.21,3.0466,31.9118,1025.3002,8.67,2.9421,32.1491,1025.4972
-1.22,3.0494,31.9071,1025.2963,8.35,2.944,32.1547,1025.5015
-1.23,3.0504,31.9098,1025.2983,8.06,2.9494,32.1435,1025.4921
-1.23,3.0445,31.9074,1025.2969,7.8,2.9478,32.1513,1025.4985
-1.23,3.0381,31.9133,1025.3022,7.54,2.941,32.1502,1025.4982
-1.22,3.052,31.9047,1025.2941,7.24,2.9366,32.1477,1025.4965
-1.21,3.0427,31.9128,1025.3013,6.91,2.9503,32.153,1025.4996
-1.21,3.0369,31.9195,1025.3071,6.58,2.9382,32.1528,1025.5004
-1.19,3.0438,31.9123,1025.3008,6.29,2.9532,32.1397,1025.4888
-1.19,3.0344,31.9193,1025.3072,6.02,2.9422,32.1466,1025.4951
-0.97,3.0318,31.9225,1025.3099,5.75,2.9556,32.1503,1025.497
-0.52,3.0052,31.9543,1025.3374,5.44,2.9771,32.151,1025.4958
0.19,3.0115,31.9599,1025.3413,5.14,2.9804,32.149,1025.4939
0.98,3.0084,31.9761,1025.3544,4.85,2.9757,32.1494,1025.4946
2.18,3.0029,31.9925,1025.3679,4.6,2.9788,32.1509,1025.4955
3.55,2.9997,32.0133,1025.3846,4.36,2.9821,32.1483,1025.4932
5.04,2.9838,32.0237,1025.3942,4.09,2.9904,32.1515,1025.495
6.33,2.9372,32.0514,1025.4201,3.78,2.9943,32.1452,1025.4897
7.6,2.9284,32.0616,1025.4289,3.45,2.9976,32.1471,1025.4909
9.12,2.9232,32.0696,1025.4357,3.08,2.998,32.1537,1025.4961
10.39,2.9308,32.0744,1025.4389,2.67,2.9885,32.1481,1025.4925
11.33,2.9361,32.079,1025.442,2.19,2.9855,32.1458,1025.491
12.07,2.9372,32.0837,1025.4457,1.61,2.9876,32.1488,1025.4931
12.68,2.9469,32.0842,1025.4453,1.02,2.9915,32.1403,1025.4861
13.16,2.9468,32.0874,1025.4478,0.54,2.9908,32.1459,1025.4906
13.53,2.9504,32.0869,1025.4471,0.25,2.9995,32.1453,1025.4894
13.86,2.9585,32.0832,1025.4435,0.12,2.9999,32.1464,1025.4902
14.09,2.9607,32.0841,1025.4441,0.04,3.0041,32.1446,1025.4884
14.17,2.9632,32.0831,1025.443,0.03,3.0056,32.1464,1025.4897
14.22,2.9628,32.0845,1025.4442,0.04,3.0059,32.1463,1025.4896
14.16,2.9624,32.0853,1025.4449,0.04,3.005,32.142,1025.4863
14.07,2.9614,32.087,1025.4463,0.04,3.0013,32.1445,1025.4885
13.92,2.9599,32.0881,1025.4473,0.02,3.0037,32.143,1025.4872
13.73,2.9591,32.0879,1025.4472,0.02,2.9938,32.1498,1025.4934
13.6,2.9611,32.0858,1025.4454,-0.0,3.002,32.1479,1025.4912
13.39,2.9611,32.0845,1025.4443,-0.04,3.0029,32.1447,1025.4886
13.2,2.9603,32.0837,1025.4437,-0.02,3.0056,32.1466,1025.4899
13.03,2.9589,32.0851,1025.445,-0.01,3.0041,32.1453,1025.489
12.82,2.9557,32.085,1025.4452,-0.01,3.0081,32.1439,1025.4875
12.62,2.9523,32.0885,1025.4483,-0.01,3.0081,32.1456,1025.4889
12.4,2.9501,32.0905,1025.45,0.04,3.0057,32.1454,1025.4889
12.14,2.9452,32.0941,1025.4532,0.13,3.0065,32.1463,1025.4895
11.91,2.943,32.0959,1025.4549,0.17,3.0085,32.1466,1025.4896
11.6,2.9419,32.096,1025.4551,0.27,3.0068,32.1443,1025.488
11.27,2.9369,32.0959,1025.4554,0.45,3.0039,32.147,1025.4903
10.86,2.9381,32.0851,1025.4468,0.67,3.0036,32.149,1025.4919
10.46,2.9347,32.0823,1025.4448,0.91,3.0049,32.1466,1025.4899
9.99,2.9326,32.0762,1025.4401,1.19,3.0073,32.1475,1025.4904
9.44,2.9315,32.0713,1025.4363,1.55,3.009,32.1478,1025.4905
8.86,2.9232,32.0699,1025.4359,1.98,3.0122,32.1466,1025.4894
8.17,2.9241,32.061,1025.4287,2.44,3.0038,32.1438,1025.4878
7.54,2.9256,32.0561,1025.4248,2.85,3.0002,32.146,1025.4899
6.84,2.9326,32.0472,1025.4171,3.21,2.9822,32.1674,1025.5084
5.86,2.9684,32.0298,1025.4004,3.58,2.9999,32.1415,1025.4863
4.78,2.9657,32.0236,1025.3957,3.99,2.9696,32.1555,1025.5
3.62,2.9751,32.0109,1025.3848,4.42,2.9781,32.1429,1025.4893
2.39,2.9951,31.9926,1025.3686,4.87,2.9592,32.1482,1025.495
1.09,2.999,31.9711,1025.3512,5.33,2.9631,32.1454,1025.4925
-0.24,3.0206,31.9384,1025.3235,5.78,2.9546,32.151,1025.4976
-0.69,3.021,20.9944,1016.6479,6.2,2.9485,32.1427,1025.4916
-0.7,3.0164,31.6555,1025.0995,6.61,2.9344,32.1521,1025.5002
-0.91,2.9999,31.5694,1025.0326,7.0,2.9376,32.1517,1025.4996
-1.0,2.9905,31.8465,1025.2531,7.37,2.9402,32.1521,1025.4997
-1.14,3.0315,32.1358,1025.4792,7.71,2.9377,32.1503,1025.4985
-1.12,3.033,32.1315,1025.4756,8.03,2.9278,32.1512,1025.5001
-1.11,3.0328,32.1343,1025.4778,8.31,2.9278,32.1529,1025.5014
-1.1,3.0337,32.1376,1025.4804,8.55,2.9261,32.1502,1025.4994
-1.11,3.0333,32.1361,1025.4792,8.79,2.9254,32.1517,1025.5006
-1.1,3.0331,32.1352,1025.4785,9.04,2.9237,32.1538,1025.5025
-1.11,3.0337,32.134,1025.4775,9.32,2.9238,32.1533,1025.5021
-1.09,3.0336,32.131,1025.4752,9.61,2.9225,32.1539,1025.5026
